Entity,Code,Year,Per capita energy use (kg oil equivalent per year) (kWh),Share of people in extreme poverty (%) (%),Total population (Gapminder)
Afghanistan,AFG,1800,,,3280000
Afghanistan,AFG,1820,,,3280000
Afghanistan,AFG,1870,,,4207000
Afghanistan,AFG,1913,,,5730000
Afghanistan,AFG,1950,,,8151455
Afghanistan,AFG,1951,,,8276820
Afghanistan,AFG,1952,,,8407148
Afghanistan,AFG,1953,,,8542906
Afghanistan,AFG,1954,,,8684494
Afghanistan,AFG,1955,,,8832253
Afghanistan,AFG,1956,,,8986449
Afghanistan,AFG,1957,,,9147286
Afghanistan,AFG,1958,,,9314915
Afghanistan,AFG,1959,,,9489453
Afghanistan,AFG,1960,,,9671046
Afghanistan,AFG,1961,,,9859928
Afghanistan,AFG,1962,,,10056480
Afghanistan,AFG,1963,,,10261254
Afghanistan,AFG,1964,,,10474903
Afghanistan,AFG,1965,,,10697983
Afghanistan,AFG,1966,,,10927724
Afghanistan,AFG,1967,,,11163656
Afghanistan,AFG,1968,,,11411022
Afghanistan,AFG,1969,,,11676990
Afghanistan,AFG,1970,,,11964906
Afghanistan,AFG,1971,,,12273101
Afghanistan,AFG,1972,,,12593688
Afghanistan,AFG,1973,,,12915499
Afghanistan,AFG,1974,,,13223928
Afghanistan,AFG,1975,,,13505544
Afghanistan,AFG,1976,,,13766792
Afghanistan,AFG,1977,,,14003408
Afghanistan,AFG,1978,,,14179656
Afghanistan,AFG,1979,,,14249493
Afghanistan,AFG,1980,,,14185729
Afghanistan,AFG,1981,,,13984092
Afghanistan,AFG,1982,,,13672870
Afghanistan,AFG,1983,,,13300056
Afghanistan,AFG,1984,,,12931791
Afghanistan,AFG,1985,,,12625292
Afghanistan,AFG,1986,,,12372113
Afghanistan,AFG,1987,,,12183387
Afghanistan,AFG,1988,,,12156685
Afghanistan,AFG,1989,,,12414686
Afghanistan,AFG,1990,,,13032161
Afghanistan,AFG,1991,,,14069854
Afghanistan,AFG,1992,,,15472076
Afghanistan,AFG,1993,,,17053213
Afghanistan,AFG,1994,,,18553819
Afghanistan,AFG,1995,,,19789880
Afghanistan,AFG,1996,,,20684982
Afghanistan,AFG,1997,,,21299350
Afghanistan,AFG,1998,,,21752257
Afghanistan,AFG,1999,,,22227543
Afghanistan,AFG,2000,,,22856302
Afghanistan,AFG,2001,,,23677385
Afghanistan,AFG,2002,,,24639841
Afghanistan,AFG,2003,,,25678639
Afghanistan,AFG,2004,,,26693486
Afghanistan,AFG,2005,,,27614718
Afghanistan,AFG,2006,,,28420974
Afghanistan,AFG,2007,,,29145841
Afghanistan,AFG,2008,,,29839994
Afghanistan,AFG,2009,,,30577756
Afghanistan,AFG,2010,,,31411743
Afghanistan,AFG,2011,,,32358260
Afghanistan,AFG,2012,,,33397058
Afghanistan,AFG,2013,,,34499915
Albania,ALB,1700,,,300000
Albania,ALB,1800,,,410445
Albania,ALB,1820,,,437000
Albania,ALB,1850,,,500000
Albania,ALB,1870,,,603000
Albania,ALB,1890,,,726000
Albania,ALB,1900,,,800000
Albania,ALB,1910,,,874000
Albania,ALB,1913,,,898000
Albania,ALB,1920,,,932000
Albania,ALB,1921,,,937000
Albania,ALB,1922,,,942000
Albania,ALB,1923,,,947000
Albania,ALB,1924,,,952000
Albania,ALB,1925,,,956000
Albania,ALB,1926,,,962000
Albania,ALB,1927,,,967000
Albania,ALB,1928,,,972000
Albania,ALB,1929,,,977000
Albania,ALB,1930,,,982000
Albania,ALB,1931,,,988000
Albania,ALB,1932,,,993000
Albania,ALB,1933,,,998000
Albania,ALB,1934,,,1003000
Albania,ALB,1935,,,1009000
Albania,ALB,1936,,,1014000
Albania,ALB,1937,,,1030000
Albania,ALB,1938,,,1040000
Albania,ALB,1939,,,1070000
Albania,ALB,1940,,,1088000
Albania,ALB,1941,,,1100000
Albania,ALB,1942,,,1117000
Albania,ALB,1943,,,1119000
Albania,ALB,1944,,,1122000
Albania,ALB,1945,,,1138000
Albania,ALB,1946,,,1154000
Albania,ALB,1947,,,1175000
Albania,ALB,1948,,,1192000
Albania,ALB,1949,,,1209000
Albania,ALB,1950,,,1215002
Albania,ALB,1951,,,1239971
Albania,ALB,1952,,,1269302
Albania,ALB,1953,,,1302536
Albania,ALB,1954,,,1339240
Albania,ALB,1955,,,1378998
Albania,ALB,1956,,,1421417
Albania,ALB,1957,,,1466124
Albania,ALB,1958,,,1512765
Albania,ALB,1959,,,1561012
Albania,ALB,1960,,,1610565
Albania,ALB,1961,,,1661158
Albania,ALB,1962,,,1712563
Albania,ALB,1963,,,1764593
Albania,ALB,1964,,,1817098
Albania,ALB,1965,,,1869942
Albania,ALB,1966,,,1922993
Albania,ALB,1967,,,1976140
Albania,ALB,1968,,,2029314
Albania,ALB,1969,,,2082474
Albania,ALB,1970,,,2135599
Albania,ALB,1971,9131.428546616247,,2188650
Albania,ALB,1972,10066.840556437759,,2241623
Albania,ALB,1973,8870.495956899129,,2294578
Albania,ALB,1974,9035.751130578645,,2347607
Albania,ALB,1975,9617.452702497598,,2400801
Albania,ALB,1976,10361.78757515682,,2454255
Albania,ALB,1977,10742.966729075184,,2508026
Albania,ALB,1978,11755.82754476733,,2562121
Albania,ALB,1979,10050.639716376001,,2616530
Albania,ALB,1980,13369.104796899144,,2671300
Albania,ALB,1981,11504.397726972591,,2725029
Albania,ALB,1982,11242.526590376392,,2777592
Albania,ALB,1983,11631.419010815864,,2831682
Albania,ALB,1984,11842.400344439491,,2891004
Albania,ALB,1985,10659.53686670296,,2957390
Albania,ALB,1986,11210.472981355677,,3033393
Albania,ALB,1987,10721.616101932643,,3116009
Albania,ALB,1988,10789.668752800464,,3194854
Albania,ALB,1989,10425.571176442707,,3255859
Albania,ALB,1990,9458.16373866514,,3289483
Albania,ALB,1991,6661.452845147677,,3291695
Albania,ALB,1992,4864.673504075562,,3266983
Albania,ALB,1993,4795.96637981066,,3224901
Albania,ALB,1994,5131.729305610287,,3179442
Albania,ALB,1995,4850.115224243551,,3141102
Albania,ALB,1996,5208.482361137024,1.1,3112597
Albania,ALB,1997,4472.839365355257,,3091902
Albania,ALB,1998,4962.321185988311,,3079037
Albania,ALB,1999,6701.015643445754,,3072725
Albania,ALB,2000,6751.154107749787,,3071856
Albania,ALB,2001,6946.194888328211,,3077378
Albania,ALB,2002,7676.358055201394,2,3089778
Albania,ALB,2003,7538.198341501032,,3106701
Albania,ALB,2004,8320.270438221587,,3124861
Albania,ALB,2005,8368.766317105139,1.1,3141800
Albania,ALB,2006,8220.774911805896,,3156607
Albania,ALB,2007,7906.792328124724,,3169665
Albania,ALB,2008,8266.005037128727,0.4,3181397
Albania,ALB,2009,8516.843009387812,,3192723
Albania,ALB,2010,8480.065354832665,,3204284
Albania,ALB,2011,8896.585010644729,,3215988
Albania,ALB,2012,8000.2335021950375,1.1,3227373
Albania,ALB,2013,9319.467609319503,,3238316
Albania,ALB,2014,9402.34141450083,,
Algeria,DZA,1700,,,1750000
Algeria,DZA,1800,,,2503218
Algeria,DZA,1820,,,2689000
Algeria,DZA,1870,,,3776000
Algeria,DZA,1913,,,5497000
Algeria,DZA,1950,,,8752997
Algeria,DZA,1951,,,8953373
Algeria,DZA,1952,,,9140990
Algeria,DZA,1953,,,9326099
Algeria,DZA,1954,,,9515990
Algeria,DZA,1955,,,9715002
Algeria,DZA,1956,,,9924347
Algeria,DZA,1957,,,10142284
Algeria,DZA,1958,,,10364614
Algeria,DZA,1959,,,10585506
Algeria,DZA,1960,,,10799997
Algeria,DZA,1961,,,11006643
Algeria,DZA,1962,,,11209845
Algeria,DZA,1963,,,11420845
Algeria,DZA,1964,,,11654905
Algeria,DZA,1965,,,11923002
Algeria,DZA,1966,,,12229853
Algeria,DZA,1967,,,12572629
Algeria,DZA,1968,,,12945462
Algeria,DZA,1969,,,13338918
Algeria,DZA,1970,,,13746185
Algeria,DZA,1971,2693.274589777384,,14165889
Algeria,DZA,1972,3040.8412617391336,,14600659
Algeria,DZA,1973,3548.630908375803,,15052371
Algeria,DZA,1974,3712.5569379618337,,15524137
Algeria,DZA,1975,3842.5176791399736,,16018195
Algeria,DZA,1976,4262.6496565870875,,16533323
Algeria,DZA,1977,4636.370599650064,,17068212
Algeria,DZA,1978,5544.932376567387,,17624756
Algeria,DZA,1979,6819.1493228872705,,18205468
Algeria,DZA,1980,6739.021568473833,,18811199
Algeria,DZA,1981,7104.006385185787,,19442423
Algeria,DZA,1982,8969.468837538025,,20095648
Algeria,DZA,1983,9395.21481830213,,20762767
Algeria,DZA,1984,9028.80613247929,,21433070
Algeria,DZA,1985,9144.971475329703,,22098298
Algeria,DZA,1986,10029.876646166349,,22753511
Algeria,DZA,1987,9624.43243525967,,23398470
Algeria,DZA,1988,9882.09387946042,6.5,24035237
Algeria,DZA,1989,9540.210863059752,,24668100
Algeria,DZA,1990,9957.12772553738,,25299182
Algeria,DZA,1991,10277.725956472112,,25930560
Algeria,DZA,1992,10277.899190150329,,26557969
Algeria,DZA,1993,10089.900744105209,,27169903
Algeria,DZA,1994,9528.052276382983,,27751086
Algeria,DZA,1995,9754.881003856244,5.9,28291591
Algeria,DZA,1996,9282.424442006612,,28786855
Algeria,DZA,1997,9360.595643119032,,29242917
Algeria,DZA,1998,9544.1313349551,,29673694
Algeria,DZA,1999,10045.845245794388,,30099010
Algeria,DZA,2000,10067.695125908895,,30533827
Algeria,DZA,2001,9957.754209407638,,30982214
Algeria,DZA,2002,10517.296124531278,,31441848
Algeria,DZA,2003,11036.398825756982,,31913462
Algeria,DZA,2004,11028.010133137195,,32396048
Algeria,DZA,2005,11326.212163100361,,32888449
Algeria,DZA,2006,11952.575102696492,,33391954
Algeria,DZA,2007,12490.616058693253,,33906605
Algeria,DZA,2008,12434.798509439643,,34428028
Algeria,DZA,2009,13367.22177305655,,34950168
Algeria,DZA,2010,12908.049316460036,,35468208
Algeria,DZA,2011,13208.708064067456,0.5,35980193
Algeria,DZA,2012,14230.372525874378,,36485828
Algeria,DZA,2013,14433.276093662525,,36983924
Algeria,DZA,2014,15364.387111365353,,
American Samoa,ASM,1700,,,7427
American Samoa,ASM,1800,,,8170
American Samoa,ASM,1850,,,8100
American Samoa,ASM,1900,,,5700
American Samoa,ASM,1912,,,7300
American Samoa,ASM,1920,,,8100
American Samoa,ASM,1930,,,10000
American Samoa,ASM,1940,,,13000
American Samoa,ASM,1950,,,18937
American Samoa,ASM,1951,,,19287
American Samoa,ASM,1952,,,19525
American Samoa,ASM,1953,,,19659
American Samoa,ASM,1954,,,19706
American Samoa,ASM,1955,,,19688
American Samoa,ASM,1956,,,19640
American Samoa,ASM,1957,,,19603
American Samoa,ASM,1958,,,19624
American Samoa,ASM,1959,,,19757
American Samoa,ASM,1960,,,20041
American Samoa,ASM,1961,,,20500
American Samoa,ASM,1962,,,21124
American Samoa,ASM,1963,,,21870
American Samoa,ASM,1964,,,22672
American Samoa,ASM,1965,,,23480
American Samoa,ASM,1966,,,24283
American Samoa,ASM,1967,,,25087
American Samoa,ASM,1968,,,25869
American Samoa,ASM,1969,,,26608
American Samoa,ASM,1970,,,27288
American Samoa,ASM,1971,,,27907
American Samoa,ASM,1972,,,28470
American Samoa,ASM,1973,,,28983
American Samoa,ASM,1974,,,29453
American Samoa,ASM,1975,,,29897
American Samoa,ASM,1976,,,30305
American Samoa,ASM,1977,,,30696
American Samoa,ASM,1978,,,31139
American Samoa,ASM,1979,,,31727
American Samoa,ASM,1980,,,32526
American Samoa,ASM,1981,,,33557
American Samoa,ASM,1982,,,34797
American Samoa,ASM,1983,,,36203
American Samoa,ASM,1984,,,37706
American Samoa,ASM,1985,,,39253
American Samoa,ASM,1986,,,40834
American Samoa,ASM,1987,,,42446
American Samoa,ASM,1988,,,44048
American Samoa,ASM,1989,,,45595
American Samoa,ASM,1990,,,47052
American Samoa,ASM,1991,,,48402
American Samoa,ASM,1992,,,49648
American Samoa,ASM,1993,,,50801
American Samoa,ASM,1994,,,51885
American Samoa,ASM,1995,,,52919
American Samoa,ASM,1996,,,53901
American Samoa,ASM,1997,,,54834
American Samoa,ASM,1998,,,55745
American Samoa,ASM,1999,,,56667
American Samoa,ASM,2000,,,57625
American Samoa,ASM,2001,,,58633
American Samoa,ASM,2002,,,59687
American Samoa,ASM,2003,,,60774
American Samoa,ASM,2004,,,61871
American Samoa,ASM,2005,,,62962
American Samoa,ASM,2006,,,64045
American Samoa,ASM,2007,,,65130
American Samoa,ASM,2008,,,66217
American Samoa,ASM,2009,,,67312
American Samoa,ASM,2010,,,68420
American Samoa,ASM,2011,,,69543
American Samoa,ASM,2012,,,70680
American Samoa,ASM,2013,,,71834
Andorra,AND,1800,,,2654
Andorra,AND,1820,,,2654
Andorra,AND,1950,,,6197
Andorra,AND,1951,,,6692
Andorra,AND,1952,,,7247
Andorra,AND,1953,,,7856
Andorra,AND,1954,,,8514
Andorra,AND,1955,,,9217
Andorra,AND,1956,,,9964
Andorra,AND,1957,,,10754
Andorra,AND,1958,,,11585
Andorra,AND,1959,,,12460
Andorra,AND,1960,,,13377
Andorra,AND,1961,,,14337
Andorra,AND,1962,,,15337
Andorra,AND,1963,,,16373
Andorra,AND,1964,,,17438
Andorra,AND,1965,,,18529
Andorra,AND,1966,,,19640
Andorra,AND,1967,,,20772
Andorra,AND,1968,,,21931
Andorra,AND,1969,,,23127
Andorra,AND,1970,,,24364
Andorra,AND,1971,,,25656
Andorra,AND,1972,,,26997
Andorra,AND,1973,,,28357
Andorra,AND,1974,,,29688
Andorra,AND,1975,,,30967
Andorra,AND,1976,,,32156
Andorra,AND,1977,,,33279
Andorra,AND,1978,,,34432
Andorra,AND,1979,,,35753
Andorra,AND,1980,,,37328
Andorra,AND,1981,,,39226
Andorra,AND,1982,,,41390
Andorra,AND,1983,,,43636
Andorra,AND,1984,,,45702
Andorra,AND,1985,,,47414
Andorra,AND,1986,,,48653
Andorra,AND,1987,,,49504
Andorra,AND,1988,,,50236
Andorra,AND,1989,,,51241
Andorra,AND,1990,,,52773
Andorra,AND,1991,,,54996
Andorra,AND,1992,,,57767
Andorra,AND,1993,,,60670
Andorra,AND,1994,,,63111
Andorra,AND,1995,,,64699
Andorra,AND,1996,,,65227
Andorra,AND,1997,,,64905
Andorra,AND,1998,,,64246
Andorra,AND,1999,,,63985
Andorra,AND,2000,,,64634
Andorra,AND,2001,,,66390
Andorra,AND,2002,,,69043
Andorra,AND,2003,,,72203
Andorra,AND,2004,,,75292
Andorra,AND,2005,,,77888
Andorra,AND,2006,,,79874
Andorra,AND,2007,,,81390
Andorra,AND,2008,,,82577
Andorra,AND,2009,,,83677
Andorra,AND,2010,,,84864
Andorra,AND,2011,,,86165
Andorra,AND,2012,,,87518
Andorra,AND,2013,,,88909
Angola,AGO,1800,,,1567028
Angola,AGO,1820,,,1567028
Angola,AGO,1940,,,3738000
Angola,AGO,1950,,,4147509
Angola,AGO,1951,,,4219332
Angola,AGO,1952,,,4296534
Angola,AGO,1953,,,4376947
Angola,AGO,1954,,,4458962
Angola,AGO,1955,,,4541519
Angola,AGO,1956,,,4624143
Angola,AGO,1957,,,4706909
Angola,AGO,1958,,,4790376
Angola,AGO,1959,,,4875462
Angola,AGO,1960,,,4963068
Angola,AGO,1961,,,5053693
Angola,AGO,1962,,,5147083
Angola,AGO,1963,,,5242084
Angola,AGO,1964,,,5337063
Angola,AGO,1965,,,5431135
Angola,AGO,1966,,,5524090
Angola,AGO,1967,,,5617242
Angola,AGO,1968,,,5713156
Angola,AGO,1969,,,5815282
Angola,AGO,1970,,,5926333
Angola,AGO,1971,6464.914129940671,,6047736
Angola,AGO,1972,6795.585206080933,,6179685
Angola,AGO,1973,6600.737217571952,,6322194
Angola,AGO,1974,6566.0455641690305,,6474796
Angola,AGO,1975,6238.380842954463,,6637419
Angola,AGO,1976,5994.661562331942,,6808850
Angola,AGO,1977,5742.919925598221,,6989988
Angola,AGO,1978,6132.7984740477905,,7185188
Angola,AGO,1979,6026.932228712974,,7400231
Angola,AGO,1980,5942.771241559251,,7638420
Angola,AGO,1981,5778.407892384093,,7903368
Angola,AGO,1982,5499.004620672013,,8191774
Angola,AGO,1983,5453.087526413271,,8491682
Angola,AGO,1984,5323.990444591548,,8786652
Angola,AGO,1985,5470.443566912071,,9065562
Angola,AGO,1986,5375.368640358967,,9322550
Angola,AGO,1987,5359.316633369782,,9562796
Angola,AGO,1988,5433.700794547983,,9799680
Angola,AGO,1989,5407.661684635226,,10052567
Angola,AGO,1990,5621.446489368022,,10335052
Angola,AGO,1991,5580.905580029584,,10653515
Angola,AGO,1992,5432.479764380107,,11002910
Angola,AGO,1993,5443.465144861871,,11371750
Angola,AGO,1994,5343.44572666977,,11742960
Angola,AGO,1995,5179.143807194817,,12105105
Angola,AGO,1996,5179.393426118171,,12452725
Angola,AGO,1997,5149.546809688478,,12792237
Angola,AGO,1998,4998.953650202482,,13138265
Angola,AGO,1999,5104.06188843147,,13511575
Angola,AGO,2000,5086.2368228209025,32.3,13926373
Angola,AGO,2001,5140.464401841201,,14388244
Angola,AGO,2002,5197.491449354049,,14890474
Angola,AGO,2003,5414.233775077573,,15419943
Angola,AGO,2004,5374.89225375809,,15957460
Angola,AGO,2005,5011.774831119146,,16489021
Angola,AGO,2006,5306.151601792068,,17010366
Angola,AGO,2007,5461.682943459445,,17525367
Angola,AGO,2008,5704.938570972938,30.1,18037964
Angola,AGO,2009,5982.60404477305,,18555115
Angola,AGO,2010,6055.451601944458,,19081912
Angola,AGO,2011,6068.8345073293995,,19618432
Angola,AGO,2012,6427.004701517959,,20162517
Angola,AGO,2013,6211.804702531007,,20714494
Angola,AGO,2014,6338.820907483547,,
Anguilla,AIA,1800,,,2025
Anguilla,AIA,1820,,,2025
Anguilla,AIA,1950,,,5121
Anguilla,AIA,1951,,,5297
Anguilla,AIA,1952,,,5438
Anguilla,AIA,1953,,,5549
Anguilla,AIA,1954,,,5635
Anguilla,AIA,1955,,,5697
Anguilla,AIA,1956,,,5743
Anguilla,AIA,1957,,,5777
Anguilla,AIA,1958,,,5805
Anguilla,AIA,1959,,,5831
Anguilla,AIA,1960,,,5863
Anguilla,AIA,1961,,,5901
Anguilla,AIA,1962,,,5948
Anguilla,AIA,1963,,,6001
Anguilla,AIA,1964,,,6057
Anguilla,AIA,1965,,,6114
Anguilla,AIA,1966,,,6171
Anguilla,AIA,1967,,,6228
Anguilla,AIA,1968,,,6287
Anguilla,AIA,1969,,,6344
Anguilla,AIA,1970,,,6400
Anguilla,AIA,1971,,,6454
Anguilla,AIA,1972,,,6506
Anguilla,AIA,1973,,,6554
Anguilla,AIA,1974,,,6596
Anguilla,AIA,1975,,,6630
Anguilla,AIA,1976,,,6662
Anguilla,AIA,1977,,,6691
Anguilla,AIA,1978,,,6713
Anguilla,AIA,1979,,,6716
Anguilla,AIA,1980,,,6698
Anguilla,AIA,1981,,,6651
Anguilla,AIA,1982,,,6586
Anguilla,AIA,1983,,,6536
Anguilla,AIA,1984,,,6551
Anguilla,AIA,1985,,,6661
Anguilla,AIA,1986,,,6881
Anguilla,AIA,1987,,,7197
Anguilla,AIA,1988,,,7575
Anguilla,AIA,1989,,,7964
Anguilla,AIA,1990,,,8332
Anguilla,AIA,1991,,,8669
Anguilla,AIA,1992,,,8985
Anguilla,AIA,1993,,,9277
Anguilla,AIA,1994,,,9549
Anguilla,AIA,1995,,,9805
Anguilla,AIA,1996,,,10036
Anguilla,AIA,1997,,,10244
Anguilla,AIA,1998,,,10461
Anguilla,AIA,1999,,,10727
Anguilla,AIA,2000,,,11068
Anguilla,AIA,2001,,,11498
Anguilla,AIA,2002,,,12003
Anguilla,AIA,2003,,,12548
Anguilla,AIA,2004,,,13083
Anguilla,AIA,2005,,,13574
Anguilla,AIA,2006,,,14008
Anguilla,AIA,2007,,,14393
Anguilla,AIA,2008,,,14737
Anguilla,AIA,2009,,,15055
Anguilla,AIA,2010,,,15358
Anguilla,AIA,2011,,,15645
Anguilla,AIA,2012,,,15911
Anguilla,AIA,2013,,,16158
Antigua and Barbuda,ATG,1800,,,37000
Antigua and Barbuda,ATG,1851,,,37000
Antigua and Barbuda,ATG,1861,,,37000
Antigua and Barbuda,ATG,1871,,,35000
Antigua and Barbuda,ATG,1881,,,35000
Antigua and Barbuda,ATG,1891,,,37000
Antigua and Barbuda,ATG,1901,,,35000
Antigua and Barbuda,ATG,1911,,,32000
Antigua and Barbuda,ATG,1921,,,30000
Antigua and Barbuda,ATG,1946,,,42000
Antigua and Barbuda,ATG,1950,,,46301
Antigua and Barbuda,ATG,1951,,,48316
Antigua and Barbuda,ATG,1952,,,49906
Antigua and Barbuda,ATG,1953,,,51117
Antigua and Barbuda,ATG,1954,,,52002
Antigua and Barbuda,ATG,1955,,,52625
Antigua and Barbuda,ATG,1956,,,53061
Antigua and Barbuda,ATG,1957,,,53393
Antigua and Barbuda,ATG,1958,,,53711
Antigua and Barbuda,ATG,1959,,,54107
Antigua and Barbuda,ATG,1960,,,54657
Antigua and Barbuda,ATG,1961,,,55408
Antigua and Barbuda,ATG,1962,,,56362
Antigua and Barbuda,ATG,1963,,,57472
Antigua and Barbuda,ATG,1964,,,58653
Antigua and Barbuda,ATG,1965,,,59844
Antigua and Barbuda,ATG,1966,,,61032
Antigua and Barbuda,ATG,1967,,,62226
Antigua and Barbuda,ATG,1968,,,63401
Antigua and Barbuda,ATG,1969,,,64528
Antigua and Barbuda,ATG,1970,,,65587
Antigua and Barbuda,ATG,1971,,,66554
Antigua and Barbuda,ATG,1972,,,67419
Antigua and Barbuda,ATG,1973,,,68182
Antigua and Barbuda,ATG,1974,,,68848
Antigua and Barbuda,ATG,1975,,,69420
Antigua and Barbuda,ATG,1976,,,69910
Antigua and Barbuda,ATG,1977,,,70301
Antigua and Barbuda,ATG,1978,,,70533
Antigua and Barbuda,ATG,1979,,,70525
Antigua and Barbuda,ATG,1980,,,70228
Antigua and Barbuda,ATG,1981,,,69639
Antigua and Barbuda,ATG,1982,,,68803
Antigua and Barbuda,ATG,1983,,,67792
Antigua and Barbuda,ATG,1984,,,66701
Antigua and Barbuda,ATG,1985,,,65614
Antigua and Barbuda,ATG,1986,,,64539
Antigua and Barbuda,ATG,1987,,,63510
Antigua and Barbuda,ATG,1988,,,62669
Antigua and Barbuda,ATG,1989,,,62192
Antigua and Barbuda,ATG,1990,17232.877002518864,,62202
Antigua and Barbuda,ATG,1991,,,62754
Antigua and Barbuda,ATG,1992,,,63802
Antigua and Barbuda,ATG,1993,,,65238
Antigua and Barbuda,ATG,1994,,,66895
Antigua and Barbuda,ATG,1995,,,68642
Antigua and Barbuda,ATG,1996,,,70450
Antigua and Barbuda,ATG,1997,,,72322
Antigua and Barbuda,ATG,1998,,,74190
Antigua and Barbuda,ATG,1999,,,75985
Antigua and Barbuda,ATG,2000,,,77656
Antigua and Barbuda,ATG,2001,,,79165
Antigua and Barbuda,ATG,2002,,,80507
Antigua and Barbuda,ATG,2003,,,81716
Antigua and Barbuda,ATG,2004,17789.52377715084,,82838
Antigua and Barbuda,ATG,2005,17851.61283094129,,83916
Antigua and Barbuda,ATG,2006,18417.1825339697,,84952
Antigua and Barbuda,ATG,2007,18581.324345323388,,85935
Antigua and Barbuda,ATG,2008,,,86881
Antigua and Barbuda,ATG,2009,,,87802
Antigua and Barbuda,ATG,2010,,,88710
Antigua and Barbuda,ATG,2011,,,89612
Antigua and Barbuda,ATG,2012,,,90510
Antigua and Barbuda,ATG,2013,,,91404
Arab World,,1971,4723.731409151305,,
Arab World,,1972,4773.907215639791,,
Arab World,,1973,5123.271708237296,,
Arab World,,1974,5316.951594505817,,
Arab World,,1975,5598.66687026151,,
Arab World,,1976,6072.345727644953,,
Arab World,,1977,6494.082094183548,,
Arab World,,1978,7253.583521492431,,
Arab World,,1979,8429.791614432213,,
Arab World,,1980,9169.127359123753,,
Arab World,,1981,10238.067477681701,,
Arab World,,1982,11058.122065876694,,
Arab World,,1983,11556.96878782184,,
Arab World,,1984,11469.885532503313,,
Arab World,,1985,11758.226798539006,,
Arab World,,1986,11945.175777244931,,
Arab World,,1987,12571.100269792752,,
Arab World,,1988,13273.265391010607,,
Arab World,,1989,13581.195783658228,,
Arab World,,1990,12451.306967867033,,
Arab World,,1991,12603.344021039744,,
Arab World,,1992,13237.140367314489,,
Arab World,,1993,13633.017710270013,,
Arab World,,1994,13997.776906801293,,
Arab World,,1995,14623.305164263238,,
Arab World,,1996,14880.642968416856,,
Arab World,,1997,15116.778438390646,,
Arab World,,1998,15011.623727310445,,
Arab World,,1999,14840.033143047067,,
Arab World,,2000,14872.918651743568,,
Arab World,,2001,15648.892886647298,,
Arab World,,2002,16067.217686753173,,
Arab World,,2003,15976.66375863232,,
Arab World,,2004,16545.00878416306,,
Arab World,,2005,17182.980813737857,,
Arab World,,2006,17954.55279471058,,
Arab World,,2007,18319.117010553746,,
Arab World,,2008,19293.76261944691,,
Arab World,,2009,19824.64094941952,,
Arab World,,2010,20521.465631554365,,
Arab World,,2011,20123.893243754752,,
Arab World,,2012,21401.24774294519,,
Arab World,,2013,20898.458209243432,,
Arab World,,2014,22716.724088266255,,
Argentina,ARG,1800,,,534000
Argentina,ARG,1820,,,534000
Argentina,ARG,1850,,,1100000
Argentina,ARG,1870,,,1796000
Argentina,ARG,1890,,,3376000
Argentina,ARG,1900,,,4693000
Argentina,ARG,1901,,,4873000
Argentina,ARG,1902,,,5060000
Argentina,ARG,1903,,,5254000
Argentina,ARG,1904,,,5455000
Argentina,ARG,1905,,,5664000
Argentina,ARG,1906,,,5881000
Argentina,ARG,1907,,,6107000
Argentina,ARG,1908,,,6341000
Argentina,ARG,1909,,,6584000
Argentina,ARG,1910,,,6836000
Argentina,ARG,1911,,,7098000
Argentina,ARG,1912,,,7370000
Argentina,ARG,1913,,,7653000
Argentina,ARG,1914,,,7885000
Argentina,ARG,1915,,,8072000
Argentina,ARG,1916,,,8226000
Argentina,ARG,1917,,,8374000
Argentina,ARG,1918,,,8518000
Argentina,ARG,1919,,,8672000
Argentina,ARG,1920,,,8861000
Argentina,ARG,1921,,,9092000
Argentina,ARG,1922,,,9368000
Argentina,ARG,1923,,,9707000
Argentina,ARG,1924,,,10054000
Argentina,ARG,1925,,,10358000
Argentina,ARG,1926,,,10652000
Argentina,ARG,1927,,,10965000
Argentina,ARG,1928,,,11282000
Argentina,ARG,1929,,,11592000
Argentina,ARG,1930,,,11896000
Argentina,ARG,1931,,,12167000
Argentina,ARG,1932,,,12402000
Argentina,ARG,1933,,,12623000
Argentina,ARG,1934,,,12834000
Argentina,ARG,1935,,,13044000
Argentina,ARG,1936,,,13260000
Argentina,ARG,1937,,,13490000
Argentina,ARG,1938,,,13724000
Argentina,ARG,1939,,,13984000
Argentina,ARG,1940,,,14169000
Argentina,ARG,1941,,,14402000
Argentina,ARG,1942,,,14638000
Argentina,ARG,1943,,,14877000
Argentina,ARG,1944,,,15130000
Argentina,ARG,1945,,,15390000
Argentina,ARG,1946,,,15654000
Argentina,ARG,1947,,,15942000
Argentina,ARG,1948,,,16307000
Argentina,ARG,1949,,,16737000
Argentina,ARG,1950,,,17150335
Argentina,ARG,1951,,,17506378
Argentina,ARG,1952,,,17865382
Argentina,ARG,1953,,,18223955
Argentina,ARG,1954,,,18579614
Argentina,ARG,1955,,,18930778
Argentina,ARG,1956,,,19276813
Argentina,ARG,1957,,,19617988
Argentina,ARG,1958,,,19955368
Argentina,ARG,1959,,,20290620
Argentina,ARG,1960,,,20625451
Argentina,ARG,1961,,,20961000
Argentina,ARG,1962,,,21297317
Argentina,ARG,1963,,,21633126
Argentina,ARG,1964,,,21966478
Argentina,ARG,1965,,,22296628
Argentina,ARG,1966,,,22622012
Argentina,ARG,1967,,,22944941
Argentina,ARG,1968,,,23273148
Argentina,ARG,1969,,,23616971
